ISO Code	Language Name	Population Size	Vitality	Digital Support
nux	Mehek	Less than 10K	Endangered	Emerging
nuy	Nunggubuyu	Less than 10K	Endangered	Ascending
nuz	Tlamacazapa Nahuatl	Less than 10K	Endangered	Emerging
nvh	Nasarian	None	Endangered	Still
nvm	Namiae	Less than 10K	Stable	Emerging
nvo	Nyokon	Less than 10K	Stable	Emerging
nwa	Nawathinehena	None	Extinct	Still
nwb	Nyabwa	10K to 1M	Stable	Ascending
nwe	Ngwe	10K to 1M	Stable	Ascending
nwg	Ngayawung	None	Extinct	Still
nwi	Southwest Tanna	Less than 10K	Stable	Emerging
nwm	Nyamusa-Molo	Less than 10K	Stable	Still
nwo	Nauo	None	Extinct	Still
nwr	Nawaru	Less than 10K	Endangered	Still
nww	Ndwewe	Less than 10K	Endangered	Still
nwy	Nottoway-Meherrin	None	Extinct	Still
nxa	Nauete	10K to 1M	Stable	Emerging
nxd	Ngando	10K to 1M	Stable	Emerging
nxe	Nage	10K to 1M	Stable	Still
nxg	Ngad’a	10K to 1M	Stable	Emerging
nxi	Nindi	Less than 10K	Endangered	Emerging
nxk	Naga, Kokak	Less than 10K	Stable	Still
nxl	Nuaulu, South	Less than 10K	Endangered	Ascending
nxn	Ngawun	None	Extinct	Still
nxo	Ndambomo	Less than 10K	Endangered	Still
nxq	Naxi	10K to 1M	Stable	Emerging
nxr	Ninggerum	Less than 10K	Stable	Emerging
nxx	Nafri	Less than 10K	Endangered	Still
nya	Chichewa	1M to 1B	Institutional	Vital
nyb	Nyagbo	10K to 1M	Stable	Emerging
nyc	Nyanga-li	10K to 1M	Endangered	Emerging
nyd	Olunyole	10K to 1M	Stable	Ascending
nye	Nyengo	Less than 10K	Stable	Still
nyf	Kigiryama	1M to 1B	Institutional	Ascending
nyg	Nyindu	Less than 10K	Endangered	Emerging
nyh	Nyikina	None	Endangered	Still
nyi	Ama	10K to 1M	Stable	Emerging
nyj	Nyanga	10K to 1M	Stable	Emerging
nyk	Nyaneka	1M to 1B	Stable	Ascending
nyl	Nyeu	Less than 10K	Stable	Still
nym	Nyamwezi	1M to 1B	Stable	Ascending
nyn	Nyankore	1M to 1B	Institutional	Ascending
nyo	Nyoro	1M to 1B	Institutional	Ascending
nyp	Nyang’i	None	Endangered	Still
nyq	Nayini	Less than 10K	Endangered	Still
nyr	Malawi Nyiha	10K to 1M	Endangered	Still
nys	Nyungar	None	Endangered	Ascending
nyt	Nyawaygi	None	Extinct	Still
nyu	Nyungwe	10K to 1M	Institutional	Ascending
nyv	Nyulnyul	None	Extinct	Still
nyw	Nyaw	10K to 1M	Stable	Still
nyx	Nganyaywana	None	Extinct	Still
nyy	Nyakyusa-Ngonde	1M to 1B	Stable	Ascending
nza	Tigon Mbembe	10K to 1M	Stable	Ascending
nzb	Njebi	10K to 1M	Stable	Emerging
nzd	Nzadi	10K to 1M	Stable	Emerging
nzi	Nzema	10K to 1M	Institutional	Ascending
nzk	Nzakara	10K to 1M	Stable	Emerging
nzm	Zeme Naga	10K to 1M	Stable	Emerging
nzr	Dir-Nyamzak-Mbarimi	Less than 10K	Endangered	Still
nzs	New Zealand Sign Language	Less than 10K	Endangered	Emerging
nzu	Teke-Nzikou	None	Stable	Still
nzy	Nzakambay	10K to 1M	Stable	Emerging
nzz	Dogon, Nanga Dama	Less than 10K	Stable	Still
oaa	Orok		Endangered	Emerging
oac	Oroch	None	Endangered	Emerging
obi	Obispeño	None	Endangered	Still
obk	Bontok, Southern	Less than 10K	Stable	Still
obl	Oblo	None	Endangered	Emerging
obo	Obo Manobo	10K to 1M	Endangered	Ascending
obu	Obulom	Less than 10K	Stable	Still
oca	Ocaina	None	Endangered	Emerging
oci	Occitan	1M to 1B	Endangered	Vital
ocu	Matlatzinca, Atzingo	Less than 10K	Endangered	Emerging
oda	Odut	None	Endangered	Still
odk	Oadki	1M to 1B	Stable	Emerging
odu	Odual	10K to 1M	Stable	Emerging
ofo	Ofo	None	Extinct	Still
ofu	Efutop	10K to 1M	Stable	Emerging
ogb	Ogbia	10K to 1M	Stable	Emerging
ogc	Ogbah	10K to 1M	Stable	Emerging
ogg	Ogbogolo	10K to 1M	Stable	Still
ogo	Khana	10K to 1M	Stable	Emerging
ogu	Ogbronuagum	10K to 1M	Stable	Still
oia	Oirata	Less than 10K	Endangered	Still
oie	Okolie	10K to 1M	Stable	Still
oin	One, Inebu	Less than 10K	Stable	Still
ojb	Northwestern Ojibwa	10K to 1M	Endangered	Ascending
ojc	Ojibwa, Central	Less than 10K	Endangered	Still
ojg	Eastern Ojibwa	10K to 1M	Endangered	Ascending
ojs	Oji-Cree	10K to 1M	Endangered	Ascending
ojv	Ontong Java	Less than 10K	Stable	Emerging
ojw	Western Ojibwa	Less than 10K	Endangered	Emerging
oka	Okanagan	Less than 10K	Endangered	Ascending
okb	Okobo	10K to 1M	Stable	Still
okc	Kobo	10K to 1M	Stable	Emerging
okd	Okodia	Less than 10K	Stable	Emerging
oke	Okpe	10K to 1M	Stable	Still
okg	Koko Babangk	None	Extinct	Still
okh	Koresh-e Rostam	None	Endangered	Still
oki	Okiek	Less than 10K	Endangered	Emerging
okj	Oko-Juwoi	None	Extinct	Still
okk	One, Kwamtim	Less than 10K	Endangered	Still
okl	Old Kentish Sign Language	None	Extinct	Still
okn	Oki-No-Erabu	Less than 10K	Endangered	Emerging
okr	Kirike	10K to 1M	Stable	Ascending
oks	Oko-Eni-Osayen	10K to 1M	Stable	Emerging
oku	Oku	10K to 1M	Stable	Emerging
okv	Orokaiva	10K to 1M	Stable	Emerging
okx	Okpe	10K to 1M	Endangered	Still
ola	Walungge	Less than 10K	Endangered	Emerging
old	Mochi	10K to 1M	Stable	Emerging
ole	Olekha	Less than 10K	Endangered	Still
olk	Olkol	None	Endangered	Still
olm	Oloma	Less than 10K	Endangered	Still
olo	Livvi-Karelian	10K to 1M	Endangered	Ascending
olr	Olrat	None	Endangered	Still
olu	Kuvale	10K to 1M	Stable	Emerging
oma	Omaha-Ponca	None	Endangered	Emerging
omb	East Ambae	Less than 10K	Stable	Emerging
omc	Mochica	None	Extinct	Still
omg	Omagua	None	Endangered	Still
omi	Omi	10K to 1M	Stable	Emerging
omk	Omok	None	Extinct	Still
oml	Ombo	10K to 1M	Stable	Emerging
omo	Utarmbung	Less than 10K	Stable	Still
omt	Omotik	None	Endangered	Still
omu	Omurano	None	Extinct	Still
omw	South Tairora	Less than 10K	Stable	Emerging
ona	Ona	None	Extinct	Emerging
onb	Lingao	10K to 1M	Stable	Emerging
one	Oneida	Less than 10K	Endangered	Ascending
ong	Olo	10K to 1M	Endangered	Emerging
oni	Onin	Less than 10K	Endangered	Still
onj	Onjob	Less than 10K	Endangered	Still
onk	One, Kabore	Less than 10K	Endangered	Still
onn	Onobasulu	Less than 10K	Stable	Emerging
ono	Onondaga	None	Endangered	Emerging
onp	Sartang	Less than 10K	Stable	Still
onr	One, Northern	Less than 10K	Endangered	Still
ons	Ono	10K to 1M	Stable	Emerging
ont	Ontenu	Less than 10K	Endangered	Still
onu	Unua	Less than 10K	Endangered	Still
onx	Onin Based Pidgin	None	Endangered	Emerging
ood	Tohono O’odham	10K to 1M	Endangered	Ascending
oog	Ong	10K to 1M	Endangered	Still
oon	Öñge		Endangered	Emerging
oor	Oorlams	10K to 1M	Stable	Emerging
opa	Okpamheri	10K to 1M	Endangered	Still
opk	Kopkaka	Less than 10K	Endangered	Still
opm	Oksapmin	10K to 1M	Stable	Emerging
opo	Opao	Less than 10K	Stable	Still
opt	Opata	None	Extinct	Still
opy	Ofayé	None	Endangered	Still
ora	Oroha	Less than 10K	Endangered	Emerging
orc	Orma	10K to 1M	Stable	Emerging
ore	Maijuna	Less than 10K	Endangered	Still
org	Oring	10K to 1M	Stable	Still
orh	Oroqen	Less than 10K	Endangered	Emerging
orn	Orang Kanaq	None	Endangered	Still
oro	Orokolo	Less than 10K	Stable	Emerging
orr	Oruma	Less than 10K	Stable	Emerging
ors	Orang Seletar	Less than 10K	Endangered	Still
ort	Adivasi Oriya	10K to 1M	Stable	Emerging
oru	Ormuri	Less than 10K	Endangered	Emerging
orw	Oro Win	None	Endangered	Still
orx	Oro	10K to 1M	Stable	Still
ory	Odia	1M to 1B	Institutional	Vital
orz	Ormu	Less than 10K	Endangered	Still
osa	Osage	None	Endangered	Ascending
osi	Osing	10K to 1M	Stable	Emerging
oso	Ososo	10K to 1M	Stable	Emerging
oss	Ossetic	10K to 1M	Stable	Vital
ost	Osatu	Less than 10K	Endangered	Emerging
osu	One, Southern	Less than 10K	Endangered	Still
otd	Ot Danum	10K to 1M	Stable	Emerging
ote	Mezquital Otomi	10K to 1M	Stable	Ascending
oti	Oti	None	Extinct	Still
otl	Otomi, Tilapa	Less than 10K	Endangered	Still
otm	Eastern Highland Otomi	10K to 1M	Stable	Ascending
otn	Tenango Otomi	10K to 1M	Stable	Emerging
otq	Querétaro Otomi	10K to 1M	Stable	Ascending
otr	Otoro	10K to 1M	Endangered	Emerging
ots	Estado de México Otomí	10K to 1M	Stable	Emerging
ott	Temoaya Otomi	10K to 1M	Endangered	Emerging
otu	Otuke	None	Extinct	Still
otw	Ottawa	Less than 10K	Endangered	Emerging
otx	Texcatepec Otomi	10K to 1M	Stable	Still
otz	Otomi, Ixtenco	Less than 10K	Endangered	Still
oua	Tagargrent	10K to 1M	Endangered	Emerging
oub	Glio-Oubi	10K to 1M	Endangered	Emerging
oue	Oune	Less than 10K	Stable	Still
oum	Ouma	None	Extinct	Still
ovd	Övdalian	Less than 10K	Endangered	Emerging
owi	Owiniga	Less than 10K	Endangered	Still
oyb	Oy	10K to 1M	Stable	Still
oyd	Oyda	10K to 1M	Stable	Still
oym	Wayampi	Less than 10K	Stable	Emerging
oyy	Oya’oya	Less than 10K	Stable	Still
ozm	Koonzime	10K to 1M	Endangered	Ascending
pab	Parecís	Less than 10K	Stable	Emerging
pac	Pacoh	10K to 1M	Stable	Emerging
pad	Paumarí	Less than 10K	Endangered	Emerging
pae	Pagibete	10K to 1M	Stable	Emerging
paf	Paranawát	None	Endangered	Still
pag	Pangasinan	1M to 1B	Institutional	Ascending
pah	Tenharim	Less than 10K	Endangered	Emerging
pai	Pye	Less than 10K	Endangered	Emerging
pak	Parakanã	Less than 10K	Stable	Still
pam	Kapampangan	1M to 1B	Institutional	Ascending
pan	Eastern Punjabi	1M to 1B	Institutional	Vital
pao	Northern Paiute	Less than 10K	Endangered	Emerging
pap	Papiamentu	10K to 1M	Institutional	Ascending
paq	Parya	Less than 10K	Stable	Still
par	Timbisha	None	Endangered	Emerging
pas	Papasena	Less than 10K	Endangered	Still
pau	Palauan	10K to 1M	Institutional	Ascending
pav	Pakaásnovos	Less than 10K	Stable	Emerging
paw	Pawnee	None	Endangered	Emerging
pax	Pankararé	None	Endangered	Still
pay	Pech	Less than 10K	Endangered	Still
paz	Pankararú	None	Endangered	Still
pbb	Nasa	10K to 1M	Endangered	Ascending
pbc	Patamuna	Less than 10K	Stable	Emerging
pbe	Popoloca, Mezontla	Less than 10K	Endangered	Still
pbf	Popoloca, Coyotepec	Less than 10K	Endangered	Still
pbg	Paraujano	None	Endangered	Emerging
pbh	E’ñapa Woromaipu	Less than 10K	Stable	Emerging
pbi	Parkwa	10K to 1M	Stable	Ascending
pbl	Mak	Less than 10K	Stable	Still
pbm	Mazatec, Puebla and Northeastern	10K to 1M	Stable	Emerging
pbn	Kpasham	Less than 10K	Stable	Still
pbo	Papel	10K to 1M	Endangered	Emerging
pbp	Badyara	10K to 1M	Stable	Emerging
pbr	Pangwa	10K to 1M	Stable	Emerging
pbs	Central Pame	Less than 10K	Stable	Emerging
pbt	Southern Pashto	1M to 1B	Institutional	Vital
pbu	Northern Pashto	1M to 1B	Institutional	Ascending
pbv	Pnar	10K to 1M	Stable	Still
pby	Pyu	Less than 10K	Stable	Still
pca	Santa Inés Ahuatempan Popoloca	Less than 10K	Endangered	Still
pcb	Pear	Less than 10K	Endangered	Still
pcc	Bouyei	1M to 1B	Stable	Ascending
pcd	Picard	10K to 1M	Endangered	Ascending
pce	Ruching Palaung	10K to 1M	Stable	Ascending
pcf	Paliyan	10K to 1M	Endangered	Still
pcg	Paniya	10K to 1M	Stable	Emerging
pch	Pardhan	10K to 1M	Endangered	Still
pci	Duruwa	10K to 1M	Endangered	Emerging
pcj	Parenga	None	Endangered	Still
pck	Paite Chin	10K to 1M	Institutional	Ascending
pcl	Pardhi	10K to 1M	Stable	Still
pcm	Nigerian Pidgin	1M to 1B	Institutional	Ascending
pcn	Abishi	Less than 10K	Stable	Still
pcp	Pacahuara	None	Endangered	Still
pcw	Piapung	Less than 10K	Endangered	Still
pda	Anam	Less than 10K	Endangered	Emerging
pdc	Pennsylvania German	10K to 1M	Stable	Ascending
pdi	Pa Di	Less than 10K	Endangered	Still
pdn	Fedan	Less than 10K	Endangered	Still
pdo	Padoe	Less than 10K	Endangered	Emerging
pdt	Plautdietsch	10K to 1M	Stable	Ascending
pdu	Kayan	10K to 1M	Stable	Emerging
pea	Indonesian, Peranakan	10K to 1M	Endangered	Emerging
peb	Pomo, Eastern	None	Endangered	Emerging
ped	Mala	Less than 10K	Endangered	Emerging
pee	Taje	Less than 10K	Endangered	Still
pef	Pomo, Northeastern	None	Endangered	Still
peg	Pengo	10K to 1M	Stable	Emerging
peh	Bonan	10K to 1M	Endangered	Still
pei	Chichimeco-Jonaz	Less than 10K	Endangered	Emerging
pej	Pomo, Northern	None	Endangered	Emerging
pek	Penchal	Less than 10K	Stable	Still
pel	Pekal	10K to 1M	Endangered	Still
pem	Phende	10K to 1M	Stable	Emerging
pep	Kanja	Less than 10K	Stable	Still
peq	Pomo, Southern	None	Endangered	Emerging
pes	Iranian Persian	1M to 1B	Institutional	Vital
pev	Pémono	None	Extinct	Still
pex	Petats	Less than 10K	Endangered	Emerging
pey	Petjo	None	Endangered	Emerging
pez	Penan, Eastern	10K to 1M	Endangered	Still
pfa	Pááfang	Less than 10K	Endangered	Emerging
pfe	Pere	10K to 1M	Stable	Emerging
pfl	Palatinate Franconian	10K to 1M	Stable	Ascending
pga	Juba Arabic	1M to 1B	Institutional	Emerging
pgg	Pangwali	10K to 1M	Stable	Emerging
pgi	Pagi	Less than 10K	Stable	Still
pgk	Rerep	Less than 10K	Endangered	Still
pgs	Pangseng	None	Stable	Still
pgu	Pagu	Less than 10K	Endangered	Still
pgz	Papua New Guinean Sign Language	10K to 1M	Stable	Emerging
pha	Pa-Hng	10K to 1M	Endangered	Still
phd	Phudagi	Less than 10K	Endangered	Still
phg	Phuong	10K to 1M	Stable	Still
phh	Phula	10K to 1M	Endangered	Still
phj	Pahari	Less than 10K	Endangered	Emerging
phk	Phake	Less than 10K	Stable	Emerging
phl	Palula	10K to 1M	Stable	Ascending
phm	Phimbi	10K to 1M	Endangered	Emerging
pho	Phunoi	10K to 1M	Endangered	Still
phq	Phana’	Less than 10K	Endangered	Still
phr	Pahari-Potwari	1M to 1B	Stable	Ascending
pht	Phu Thai	1M to 1B	Stable	Emerging
phu	Phuan	10K to 1M	Stable	Still
phv	Pahlavani	None	Endangered	Still
phw	Phangduwali	Less than 10K	Endangered	Still
pia	Pima Bajo	Less than 10K	Endangered	Emerging
pib	Yine	Less than 10K	Stable	Ascending
pic	Pinji	Less than 10K	Endangered	Still
pid	Piaroa	10K to 1M	Stable	Emerging
pie	Piro	None	Extinct	Still
pif	Pingelapese	Less than 10K	Stable	Emerging
pig	Pisabo	Less than 10K	Endangered	Still
pih	Pitcairn-Norfolk	Less than 10K	Stable	Ascending
pij	Pijao	None	Endangered	Still
pil	Yom	10K to 1M	Stable	Ascending
pim	Powhatan	None	Endangered	Emerging
pin	Piame	Less than 10K	Stable	Still
pio	Piapoco	Less than 10K	Stable	Emerging
pip	Pero	10K to 1M	Stable	Emerging
pir	Piratapuyo	Less than 10K	Stable	Emerging
pis	Pijin	10K to 1M	Institutional	Ascending
pit	Pitta Pitta	None	Extinct	Still
piu	Pintupi-Luritja	Less than 10K	Stable	Ascending
piv	Vaeakau-Taumako	Less than 10K	Stable	Emerging
piw	Pimbwe	10K to 1M	Stable	Emerging
pix	Piu	Less than 10K	Endangered	Still
piy	Piya-Kwonci	Less than 10K	Stable	Still
piz	Pije	Less than 10K	Endangered	Still
pjt	Pitjantjatjara	Less than 10K	Institutional	Ascending
pkb	Kipfokomu	10K to 1M	Institutional	Ascending
pkg	Pak-Tong	Less than 10K	Stable	Still
pkh	Pangkhua	Less than 10K	Stable	Emerging
pkn	Pakanha	None	Endangered	Still
pko	Pökoot	1M to 1B	Stable	Ascending
pkp	Pukapuka	Less than 10K	Endangered	Emerging
pkr	Attapady Kurumba	Less than 10K	Stable	Emerging
pks	Pakistan Sign Language	1M to 1B	Stable	Still
pkt	Maleng	Less than 10K	Endangered	Still
pku	Paku	None	Endangered	Still
pla	Miani	Less than 10K	Endangered	Emerging
plb	Atin	Less than 10K	Endangered	Still
plc	Palawano, Central	10K to 1M	Stable	Emerging
pld	Polari	None	Endangered	Still
ple	Palu’e	10K to 1M	Endangered	Emerging
plg	Pilagá	Less than 10K	Endangered	Ascending
plh	Paulohi	None	Endangered	Still
pli	Pali	None	Extinct	Ascending
plk	Shina, Kohistani	1M to 1B	Stable	Emerging
pll	Shwe Palaung	10K to 1M	Stable	Emerging
pln	Palenquero	Less than 10K	Endangered	Ascending
plo	Popoluca, Oluta	None	Endangered	Emerging
plr	Sénoufo, Palaka	10K to 1M	Stable	Still
pls	San Marcos Tlacoyalco Popoloca	Less than 10K	Stable	Ascending
plt	Merina Malagasy	1M to 1B	Institutional	Vital
plu	Palikúr	Less than 10K	Stable	Ascending
plv	Palawano, Southwest	10K to 1M	Stable	Emerging
plw	Brooke’s Point Palawano	10K to 1M	Stable	Ascending
ply	Bolyu	Less than 10K	Endangered	Emerging
plz	Murut, Paluan	Less than 10K	Endangered	Still
pma	Paama	Less than 10K	Stable	Ascending
pmb	Pambia	None	Extinct	Emerging
pmd	Pallanganmiddang	None	Extinct	Still
pme	Pwaamei	Less than 10K	Endangered	Still
pmf	Pamona	10K to 1M	Endangered	Ascending
pmi	Pumi, Northern	10K to 1M	Stable	Still
pmj	Pumi, Southern	10K to 1M	Endangered	Emerging
pml	Lingua Franca	None	Extinct	Emerging
pmm	Pol	10K to 1M	Stable	Emerging
pmn	Pam	None	Endangered	Emerging
pmo	Pom	Less than 10K	Endangered	Still
pmq	Northern Pame	Less than 10K	Endangered	Still
pmr	Manat	None	Endangered	Still
pms	Piedmontese	10K to 1M	Endangered	Ascending
pmt	Tuamotuan	Less than 10K	Endangered	Emerging
pmw	Miwok, Plains	None	Endangered	Still
pmx	Poumai Naga	10K to 1M	Stable	Emerging
pmy	Papuan Malay	1M to 1B	Institutional	Ascending
pmz	Pame, Southern	None	Extinct	Still
pna	Punan Bah-Biau	Less than 10K	Stable	Still
pnb	Western Punjabi	1M to 1B	Stable	Ascending
pnc	Pannei	10K to 1M	Endangered	Still
pnd	Mpinda	10K to 1M	Endangered	Still
pne	Penan, Western	Less than 10K	Endangered	Emerging
png	Pangu	10K to 1M	Endangered	Emerging
pnh	Penrhyn	Less than 10K	Endangered	Emerging
pni	Aoheng	Less than 10K	Endangered	Still
pnj	Pinjarup	None	Extinct	Still
pnk	Paunaka	None	Endangered	Emerging
pnl	Paleni	Less than 10K	Stable	Still
pnm	Punan Batu	None	Endangered	Still
pnn	Pinai-Hagahai	Less than 10K	Stable	Emerging
pno	Panobo	None	Extinct	Still
pnp	Pancana	Less than 10K	Stable	Emerging
pnq	Pana	10K to 1M	Stable	Still
pnr	Panim	None	Endangered	Still
pns	Ponosakan	None	Endangered	Still
pnt	Pontic	10K to 1M	Stable	Ascending
pnu	Bunu, Jiongnai	Less than 10K	Endangered	Still
pnv	Pinigura	None	Endangered	Still
pnw	Banyjima	Less than 10K	Endangered	Still
pnx	Phong-Kniang	10K to 1M	Stable	Still
pny	Pinyin	10K to 1M	Stable	Ascending
pnz	Pana	10K to 1M	Stable	Ascending
poc	Poqomam	10K to 1M	Endangered	Ascending
poe	San Juan Atzingo Popoloca	Less than 10K	Stable	Ascending
pof	Poke	10K to 1M	Stable	Emerging
pog	Potiguára	None	Endangered	Still
poh	Poqomchi’	10K to 1M	Stable	Ascending
poi	Highland Popoluca	10K to 1M	Stable	Ascending
pok	Pokangá	None	Endangered	Still
pol	Polish	1M to 1B	Institutional	Thriving
pom	Pomo, Southeastern	None	Endangered	Emerging
pon	Pohnpeian	10K to 1M	Institutional	Ascending
poo	Pomo, Central	None	Endangered	Emerging
pop	Pwapwâ	None	Endangered	Still
poq	Popoluca, Texistepec	None	Endangered	Emerging
por	Portuguese	1M to 1B	Institutional	Thriving
pos	Popoluca, Sayula	Less than 10K	Endangered	Emerging
pot	Potawatomi	None	Endangered	Ascending
pov	Guinea-Bissau Creole	1M to 1B	Institutional	Ascending
pow	San Felipe Otlaltepec Popoloca	Less than 10K	Endangered	Still
pox	Polabian	None	Extinct	Emerging
poy	Pogolo	10K to 1M	Stable	Ascending
ppe	Baiyamo	Less than 10K	Stable	Still
ppi	Paipai	Less than 10K	Endangered	Emerging
ppk	Uma	10K to 1M	Endangered	Ascending
ppl	Nahuat	Less than 10K	Endangered	Ascending
ppm	Papuma	Less than 10K	Endangered	Still
ppn	Papapana	Less than 10K	Endangered	Emerging
ppo	Folopa	Less than 10K	Stable	Emerging
ppp	Pelende	Less than 10K	Stable	Still
ppq	Pefiyahe	Less than 10K	Endangered	Still
pps	San Luís Temalacayuca Popoloca	Less than 10K	Stable	Emerging
ppt	Pa	Less than 10K	Stable	Emerging
ppu	Papora-Hoanya	None	Extinct	Still
pqa	Pa’anci	10K to 1M	Endangered	Still
pqm	Malecite-Passamaquoddy	Less than 10K	Endangered	Ascending
prc	Parachi	10K to 1M	Stable	Still
prd	Parsi-Dari	10K to 1M	Stable	Still
pre	Principense	Less than 10K	Endangered	Emerging
prf	Paranan	10K to 1M	Stable	Ascending
prg	Prussian	None	Endangered	Ascending
prh	Porohanon	10K to 1M	Stable	Emerging
pri	Paicî	Less than 10K	Endangered	Ascending
prk	Wa, Parauk	10K to 1M	Stable	Ascending
prl	Peruvian Sign Language	10K to 1M	Stable	Emerging
prm	Kibiri	Less than 10K	Stable	Still
prn	Prasuni	Less than 10K	Stable	Still
prq	Ashéninka, Perené	Less than 10K	Endangered	Emerging
prr	Puri	None	Endangered	Still
prs	Dari	1M to 1B	Institutional	Vital
prt	Prai	10K to 1M	Stable	Emerging
pru	Puragi	Less than 10K	Endangered	Still
prw	Parawen	Less than 10K	Endangered	Still
prx	Purig	10K to 1M	Endangered	Emerging
prz	Providencia Sign Language	None	Stable	Still
psa	Awyu, Asue	Less than 10K	Endangered	Still
psc	Iranian Sign Language	10K to 1M	Stable	Emerging
psd	Plains Indian Sign Language	None	Endangered	Still
pse	Malay, Central	1M to 1B	Stable	Ascending
psg	Penang Sign Language	Less than 10K	Endangered	Still
psh	Pashai, Southwest	10K to 1M	Stable	Emerging
psi	Southeast Pashai	10K to 1M	Stable	Emerging
psl	Puerto Rican Sign Language	10K to 1M	Stable	Still
psm	Pauserna	None	Endangered	Still
psn	Panasuan	Less than 10K	Stable	Still
pso	Polish Sign Language	10K to 1M	Stable	Emerging
psp	Filipino Sign Language	10K to 1M	Stable	Emerging
psq	Pasi	Less than 10K	Stable	Still
psr	Portuguese Sign Language	10K to 1M	Stable	Emerging
pss	Kaulong	Less than 10K	Stable	Emerging
pst	Central Pashto	1M to 1B	Stable	Emerging
psw	Port Sandwich	Less than 10K	Endangered	Still
psy	Piscataway	None	Extinct	Still
pta	Pai Tavytera	Less than 10K	Endangered	Still
pth	Pataxó Hã-Ha-Hãe	None	Endangered	Still
pti	Pintiini	Less than 10K	Stable	Still
ptn	Patani	10K to 1M	Endangered	Still
pto	Zo’é	Less than 10K	Stable	Still
ptp	Patep	Less than 10K	Endangered	Emerging
ptq	Pattapu	10K to 1M	Stable	Still
ptr	Tapiafaru	Less than 10K	Stable	Still
ptt	Enrekang	10K to 1M	Endangered	Still
ptu	Bambam	10K to 1M	Stable	Ascending
ptv	Port Vato	Less than 10K	Stable	Still
ptw	Pentlatch	None	Extinct	Still
pty	Pathiya	Less than 10K	Endangered	Still
pua	Western Highland Purepecha	10K to 1M	Stable	Emerging
pub	Purum	Less than 10K	Stable	Emerging
puc	Punan Merap	Less than 10K	Endangered	Still
pud	Punan Aput	Less than 10K	Endangered	Still
pue	Puelche	None	Extinct	Still
puf	Punan Merah	Less than 10K	Endangered	Still
pug	Phuie	10K to 1M	Stable	Emerging
pui	Puinave	Less than 10K	Endangered	Emerging
puj	Punan Tubu	Less than 10K	Endangered	Emerging
pum	Puma	10K to 1M	Endangered	Still
puo	Puoc	10K to 1M	Stable	Still
pup	Pulabu	Less than 10K	Endangered	Still
puq	Puquina	None	Extinct	Still
pur	Puruborá	None	Endangered	Still
put	Putoh	Less than 10K	Endangered	Still
puu	Punu	10K to 1M	Stable	Ascending
puw	Puluwatese	Less than 10K	Stable	Emerging
pux	Puare	None	Endangered	Still
puy	Purisimeño	None	Endangered	Still
pwa	Pawaia	Less than 10K	Stable	Emerging
pwb	Panawa	Less than 10K	Stable	Still
pwg	Gapapaiwa	Less than 10K	Stable	Emerging
pwi	Patwin	None	Endangered	Emerging
pwm	Molbog	10K to 1M	Stable	Emerging
pwn	Paiwan	10K to 1M	Endangered	Emerging
pwo	Karen, Pwo Western	10K to 1M	Endangered	Ascending
pwr	Powari	10K to 1M	Endangered	Emerging
pww	Pwo Northern Karen	10K to 1M	Stable	Emerging
pxm	Quetzaltepec Mixe	Less than 10K	Endangered	Emerging
pye	Pye Krumen	10K to 1M	Stable	Still
pym	Pyam	10K to 1M	Endangered	Emerging
pyn	Poyanáwa	None	Endangered	Still
pys	Paraguayan Sign Language	10K to 1M	Stable	Emerging
pyu	Puyuma	Less than 10K	Endangered	Emerging
pyy	Pyen	Less than 10K	Stable	Emerging
pze	Pesse	10K to 1M	Stable	Still
pzh	Pazeh	None	Endangered	Emerging
pzn	Jejara Naga	Less than 10K	Stable	Still
qua	Quapaw	None	Endangered	Emerging
qub	Huallaga Quechua	10K to 1M	Stable	Ascending
quc	K’iche’	1M to 1B	Stable	Ascending
qud	Calderón Highland Quichua	10K to 1M	Endangered	Emerging
quf	Lambayeque Quechua	10K to 1M	Stable	Ascending
qug	Chimborazo Highland Quichua	1M to 1B	Stable	Ascending
quh	South Bolivian Quechua	1M to 1B	Stable	Ascending
qui	Quileute	None	Endangered	Still
quk	Chachapoyas Quechua	Less than 10K	Endangered	Emerging
